time,lat,long,LAeq
1531986647.0,41.148054566,-8.611185213,74.3
1531986949.0,41.148054566,-8.611185213,73.7
1531987251.0,41.148054566,-8.611185213,74.4
1531987553.0,41.148054566,-8.611185213,73.4
1531987855.0,41.148054566,-8.611185213,75.3
1531988158.0,41.148054566,-8.611185213,82.2
1531988459.0,41.148054566,-8.611185213,75.9
1531988762.0,41.148054566,-8.611185213,72.3
1531989004.0,41.148054566,-8.611185213,71.8
1531989306.0,41.148054566,-8.611185213,72.8
1531989608.0,41.148054566,-8.611185213,73.7
1531989917.0,41.148054566,-8.611185213,74.0
1531990219.0,41.148054566,-8.611185213,73.3
1531990521.0,41.148054566,-8.611185213,72.5
1531990830.0,41.148054566,-8.611185213,72.8
1531991132.0,41.148054566,-8.611185213,73.4
1531991434.0,41.148054566,-8.611185213,73.7
1531991736.0,41.148054566,-8.611185213,73.1
1531992038.0,41.148054566,-8.611185213,74.4
1531992340.0,41.148054566,-8.611185213,73.5
1531992642.0,41.148054566,-8.611185213,72.5
1531992944.0,41.148054566,-8.611185213,73.3
1531993246.0,41.148054566,-8.611185213,80.5
1531993548.0,41.148054566,-8.611185213,75.3
1531993850.0,41.148054566,-8.611185213,72.8
1531994195.0,41.148054566,-8.611185213,71.4
1531994437.0,41.148054566,-8.611185213,72.4
1531994739.0,41.148054566,-8.611185213,72.7
1531995041.0,41.148054566,-8.611185213,92.5
1531995343.0,41.148054566,-8.611185213,71.5
1531995645.0,41.148054566,-8.611185213,74.9
1531995947.0,41.148054566,-8.611185213,71.5
1531996249.0,41.148054566,-8.611185213,72.4
1531996551.0,41.148054566,-8.611185213,71.8
1531996853.0,41.148054566,-8.611185213,82.5
1531997155.0,41.148054566,-8.611185213,73.2
