time,lat,long,intensity
1550242200.0,41.167658788,-8.685827741,35.0
1550242200.0,41.167658788,-8.685827741,35.0
1550242200.0,41.145265777,-8.612094805,37.0
1550242200.0,41.152033081,-8.629054171,41.0
1550242500.0,41.166539033,-8.649082636,49.0
1550242500.0,41.166539033,-8.649082636,49.0
1550242500.0,41.162371957,-8.607796762,56.0
1550242500.0,41.153798065,-8.609145504,57.0
1550242500.0,41.153331017,-8.620961237,66.0
1550242500.0,41.165626846,-8.589150442,129.0
1550242500.0,41.165626846,-8.589150442,129.0
1550242500.0,41.145939321,-8.614814999,53.0
1550242500.0,41.163542956,-8.610940056,26.0
1550242500.0,41.151582792,-8.610784895,5.0
1550242500.0,41.14436322,-8.602712892,54.0
1550242500.0,41.153867715,-8.626385449,122.0
1550242800.0,41.152748279,-8.629554913,64.0
1550242800.0,41.147369859,-8.607427044,16.0
1550242800.0,41.167116071,-8.653050358,51.0
1550242800.0,41.162371957,-8.607796762,59.0
1550242800.0,41.162371957,-8.607796762,59.0
1550242800.0,41.153331017,-8.620961237,56.0
1550242800.0,41.165626846,-8.589150442,118.0
1550242800.0,41.145939321,-8.614814999,71.0
1550242800.0,41.163542956,-8.610940056,29.0
1550242800.0,41.153682849,-8.60468135,21.0
1550242500.0,41.153601822,-8.626405773,122.0
1550242500.0,41.165942037,-8.645901932,37.0
1550242500.0,41.14739166,-8.61122876,28.0
1550242500.0,41.148778656,-8.601570926,32.0
1550242500.0,41.1580591,-8.593734477,54.0
1550242500.0,41.160364701,-8.604247519,79.0
1550242500.0,41.160364701,-8.604247519,79.0
1550242500.0,41.155587612,-8.614529001,68.0
1550242500.0,41.152033081,-8.629054171,47.0
1550242800.0,41.154548009,-8.614967993,33.0
1550242800.0,41.154548009,-8.614967993,33.0
1550242800.0,41.153867715,-8.626385449,14.0
1550242800.0,41.147545475,-8.600893098,23.0
1550242800.0,41.145856146,-8.60080119,30.0
1550242800.0,41.16367214,-8.634812433,120.0
1550242800.0,41.161668266,-8.610595199,86.0
1550242800.0,41.161668266,-8.610595199,86.0
1550242800.0,41.160825586,-8.611578898,32.0
1550242500.0,41.166657644,-8.652724317,42.0
1550242500.0,41.152679415,-8.632183454,61.0
1550242500.0,41.157671157,-8.626198587,24.0
1550242500.0,41.147670681,-8.622320334,62.0
1550242500.0,41.147670681,-8.622320334,62.0
1550242500.0,41.1458062,-8.602672873,19.0
1550242500.0,41.158431424,-8.612251996,37.0
1550242500.0,41.147037283,-8.609766423,107.0
1550242800.0,41.148390663,-8.612908525,24.0
1550242800.0,41.145612073,-8.614788038,71.0
1550242800.0,41.16494587,-8.589229784,25.0
1550242800.0,41.160612259,-8.593339644,42.0
1550242800.0,41.164764795,-8.638299637,70.0
1550242800.0,41.162237036,-8.609409795,37.0
1550242800.0,41.16258976,-8.585198117,18.0
1550242800.0,41.16258976,-8.585198117,18.0
1550242800.0,41.160597126,-8.607924653,11.0
1550242800.0,41.152451889,-8.634656116,25.0
1550242800.0,41.154544084,-8.604944712,27.0
1550242800.0,41.157671157,-8.626198587,38.0
1550242800.0,41.147670681,-8.622320334,51.0
1550242800.0,41.15069065,-8.592339047,25.0
1550242800.0,41.15069065,-8.592339047,25.0
1550242500.0,41.147545475,-8.600893098,32.0
1550242500.0,41.145856146,-8.60080119,25.0
1550242500.0,41.16367214,-8.634812433,128.0
1550242500.0,41.162814506,-8.606720392,43.0
1550242500.0,41.147015683,-8.602823,51.0
1550242800.0,41.167658788,-8.685827741,35.0
1550242800.0,41.146040033,-8.605151837,23.0
1550242800.0,41.149556735,-8.605197648,33.0
1550243100.0,41.164764795,-8.638299637,67.0
1550243100.0,41.167049092,-8.683872659,39.0
1550243100.0,41.155587612,-8.614529001,78.0
1550243100.0,41.14196707,-8.601236767,74.0
1550243100.0,41.154544084,-8.604944712,19.0
1550243100.0,41.147369859,-8.607427044,13.0
1550243100.0,41.152033081,-8.629054171,49.0
1550243100.0,41.141897761,-8.601642971,9.0
1550243100.0,41.145612073,-8.614788038,56.0
1550243100.0,41.162371957,-8.607796762,92.0
1550243100.0,41.15579448,-8.6149763,78.0
1550243100.0,41.153682849,-8.60468135,25.0
1550243100.0,41.14436322,-8.602712892,67.0
1550243100.0,41.148394894,-8.605364461,22.0
1550243100.0,41.148394894,-8.605364461,22.0
1550243100.0,41.154548009,-8.614967993,43.0
1550243100.0,41.154548009,-8.614967993,43.0
1550243100.0,41.166080594,-8.648756626,66.0
1550243100.0,41.151349842,-8.62616789,71.0
1550243100.0,41.145856146,-8.60080119,21.0
1550243100.0,41.161668266,-8.610595199,72.0
1550243100.0,41.15069065,-8.592339047,39.0
1550243100.0,41.152451889,-8.634656116,27.0
1550243100.0,41.147015683,-8.602823,50.0
1550243100.0,41.147015683,-8.602823,50.0
1550243100.0,41.146040033,-8.605151837,29.0
1550243100.0,41.151383847,-8.633068212,72.0
1550243100.0,41.145265777,-8.612094805,27.0
1550243100.0,41.145265777,-8.612094805,27.0
1550243100.0,41.162237036,-8.609409795,43.0
1550243100.0,41.157671157,-8.626198587,52.0
1550243100.0,41.157671157,-8.626198587,52.0
1550243100.0,41.167477169,-8.686556372,84.0
1550243100.0,41.160364701,-8.604247519,60.0
1550243100.0,41.152748279,-8.629554913,67.0
1550243100.0,41.163542956,-8.610940056,30.0
1550243100.0,41.160612259,-8.593339644,35.0
1550242800.0,41.147037283,-8.609766423,107.0
1550242800.0,41.147037283,-8.609766423,107.0
1550242800.0,41.145933216,-8.621061124,22.0
1550242800.0,41.165942037,-8.645901932,38.0
1550242800.0,41.151383847,-8.633068212,111.0
1550242800.0,41.1580591,-8.593734477,40.0
1550242800.0,41.159709663,-8.625744187,24.0
1550242800.0,41.14798832,-8.608330842,4.0
1550243400.0,41.153431064,-8.620605141,74.0
1550243400.0,41.153431064,-8.620605141,74.0
1550243400.0,41.16494587,-8.589229784,22.0
1550243400.0,41.162237036,-8.609409795,46.0
1550243400.0,41.157671157,-8.626198587,54.0
1550243400.0,41.147670681,-8.622320334,55.0
1550243400.0,41.162582771,-8.611476868,38.0
1550243100.0,41.153601822,-8.626405773,1.0
1550243100.0,41.153601822,-8.626405773,1.0
1550243100.0,41.14739166,-8.61122876,35.0
1550243100.0,41.147423726,-8.601377635,23.0
1550243100.0,41.150307786,-8.621021462,37.0
1550243100.0,41.159709663,-8.625744187,17.0
1550243100.0,41.159709663,-8.625744187,17.0
1550242800.0,41.164189791,-8.611251794,46.0
1550242800.0,41.14196707,-8.601236767,58.0
1550243100.0,41.164189791,-8.611251794,40.0
1550243400.0,41.16367214,-8.634812433,110.0
1550243400.0,41.16367214,-8.634812433,110.0
1550243400.0,41.161668266,-8.610595199,64.0
1550243400.0,41.160825586,-8.611578898,29.0
1550243400.0,41.15069065,-8.592339047,34.0
1550243400.0,41.152451889,-8.634656116,29.0
1550243400.0,41.148780364,-8.604192282,25.0
1550243400.0,41.149155706,-8.603301018,28.0
1550243400.0,41.149155706,-8.603301018,28.0
1550243400.0,41.146708106,-8.609970872,148.0
1550243400.0,41.151383847,-8.633068212,79.0
1550243400.0,41.145265777,-8.612094805,28.0
1550243400.0,41.149556735,-8.605197648,27.0
1550243400.0,41.149556735,-8.605197648,27.0
1550243400.0,41.15579448,-8.6149763,57.0
1550243400.0,41.153798065,-8.609145504,60.0
1550243400.0,41.153798065,-8.609145504,60.0
1550243400.0,41.153331017,-8.620961237,74.0
1550243400.0,41.165626846,-8.589150442,126.0
1550243400.0,41.153682849,-8.60468135,29.0
1550243400.0,41.1458062,-8.602672873,19.0
1550243400.0,41.14436322,-8.602712892,59.0
1550243400.0,41.148394894,-8.605364461,22.0
1550243400.0,41.154548009,-8.614967993,39.0
1550243400.0,41.153867715,-8.626385449,35.0
1550243400.0,41.164617606,-8.638706507,47.0
1550243400.0,41.153601822,-8.626405773,35.0
1550243400.0,41.146153768,-8.59487941,16.0
1550243400.0,41.145933216,-8.621061124,25.0
1550243400.0,41.14739166,-8.61122876,28.0
1550243400.0,41.148778656,-8.601570926,21.0
1550243400.0,41.150307786,-8.621021462,42.0
1550243400.0,41.150307786,-8.621021462,42.0
1550243400.0,41.159709663,-8.625744187,19.0
1550243400.0,41.164764795,-8.638299637,70.0
1550243700.0,41.161668266,-8.610595199,86.0
1550243700.0,41.161668266,-8.610595199,86.0
1550243700.0,41.160825586,-8.611578898,27.0
1550243700.0,41.152451889,-8.634656116,24.0
1550243700.0,41.147015683,-8.602823,45.0
1550243700.0,41.146708106,-8.609970872,66.0
1550243700.0,41.146040033,-8.605151837,28.0
1550243700.0,41.151383847,-8.633068212,102.0
1550243400.0,41.164073206,-8.634834094,247.0
1550243400.0,41.167477169,-8.686556372,94.0
1550243400.0,41.167658788,-8.685827741,40.0
1550243400.0,41.152748279,-8.629554913,67.0
1550243400.0,41.151582311,-8.633550736,19.0
1550243400.0,41.167049092,-8.683872659,63.0
1550243400.0,41.167049092,-8.683872659,63.0
1550243400.0,41.147369859,-8.607427044,15.0
1550243400.0,41.152033081,-8.629054171,43.0
1550243400.0,41.141897761,-8.601642971,16.0
1550243700.0,41.162237036,-8.609409795,44.0
1550243700.0,41.164073206,-8.634834094,205.0
1550243700.0,41.167477169,-8.686556372,47.0
1550243700.0,41.163542956,-8.610940056,38.0
1550243700.0,41.153431064,-8.620605141,49.0
1550243700.0,41.153431064,-8.620605141,49.0
1550243700.0,41.16494587,-8.589229784,21.0
1550243400.0,41.164189791,-8.611251794,31.0
1550243700.0,41.145612073,-8.614788038,59.0
1550243700.0,41.145612073,-8.614788038,59.0
1550243700.0,41.167116071,-8.653050358,47.0
1550243700.0,41.162160252,-8.60585152,170.0
1550243700.0,41.166539033,-8.649082636,39.0
1550243700.0,41.162371957,-8.607796762,117.0
1550243700.0,41.162371957,-8.607796762,117.0
1550243700.0,41.153798065,-8.609145504,55.0
1550243700.0,41.165626846,-8.589150442,128.0
1550243700.0,41.145939321,-8.614814999,59.0
1550243700.0,41.14487346,-8.610923185,61.0
1550244000.0,41.157671157,-8.626198587,30.0
1550244000.0,41.147670681,-8.622320334,46.0
1550244000.0,41.147670681,-8.622320334,46.0
1550244000.0,41.162582771,-8.611476868,50.0
1550244000.0,41.164073206,-8.634834094,179.0
1550244000.0,41.167658788,-8.685827741,36.0
1550244000.0,41.161324138,-8.611830895,58.0
1550244000.0,41.166657644,-8.652724317,63.0
1550244000.0,41.160364701,-8.604247519,78.0
1550244000.0,41.152748279,-8.629554913,65.0
1550243700.0,41.14798832,-8.608330842,22.0
1550243700.0,41.164764795,-8.638299637,77.0
1550243700.0,41.167049092,-8.683872659,44.0
1550243700.0,41.155587612,-8.614529001,67.0
1550243700.0,41.16258976,-8.585198117,23.0
1550243700.0,41.14196707,-8.601236767,42.0
1550243700.0,41.14196707,-8.601236767,42.0
1550243700.0,41.152033081,-8.629054171,48.0
1550243700.0,41.141897761,-8.601642971,10.0
1550244000.0,41.163542956,-8.610940056,30.0
1550244000.0,41.16367214,-8.634812433,65.0
1550244000.0,41.161668266,-8.610595199,78.0
1550244000.0,41.15069065,-8.592339047,32.0
1550244000.0,41.152451889,-8.634656116,18.0
1550244000.0,41.148780364,-8.604192282,27.0
1550244000.0,41.158431424,-8.612251996,37.0
1550244000.0,41.147037283,-8.609766423,121.0
1550244000.0,41.147037283,-8.609766423,121.0
1550244000.0,41.14766599,-8.621315185,20.0
1550244000.0,41.16350242,-8.590106936,25.0
1550244000.0,41.14739166,-8.61122876,40.0
1550243700.0,41.147037283,-8.609766423,66.0
1550243700.0,41.148778656,-8.601570926,35.0
1550243700.0,41.147423726,-8.601377635,19.0
1550243700.0,41.159709663,-8.625744187,40.0
1550244000.0,41.153431064,-8.620605141,55.0
1550244000.0,41.16494587,-8.589229784,24.0
1550244000.0,41.152679415,-8.632183454,61.0
1550244000.0,41.146708106,-8.609970872,121.0
1550244000.0,41.146040033,-8.605151837,31.0
1550244000.0,41.151383847,-8.633068212,73.0
1550243700.0,41.14818831,-8.619779768,27.0
1550243700.0,41.164617606,-8.638706507,50.0
1550244300.0,41.161668266,-8.610595199,74.0
1550244300.0,41.162814506,-8.606720392,59.0
1550244300.0,41.148780364,-8.604192282,26.0
1550244300.0,41.160597126,-8.607924653,10.0
1550244300.0,41.146708106,-8.609970872,133.0
1550244300.0,41.152451889,-8.634656116,22.0
1550244300.0,41.154544084,-8.604944712,34.0
1550244300.0,41.166657644,-8.652724317,66.0
1550244300.0,41.167477169,-8.686556372,94.0
1550244300.0,41.164764795,-8.638299637,69.0
1550244300.0,41.156175101,-8.609280599,33.0
1550244300.0,41.141897761,-8.601642971,17.0
1550244300.0,41.162160252,-8.60585152,138.0
1550244300.0,41.166539033,-8.649082636,54.0
1550244300.0,41.153331017,-8.620961237,58.0
1550244300.0,41.145939321,-8.614814999,73.0
1550244300.0,41.14436322,-8.602712892,45.0
1550244300.0,41.148394894,-8.605364461,21.0
1550244300.0,41.148394894,-8.605364461,21.0
1550244300.0,41.166080594,-8.648756626,64.0
1550244300.0,41.16350242,-8.590106936,29.0
1550244300.0,41.14818831,-8.619779768,20.0
1550244000.0,41.1580591,-8.593734477,41.0
1550244000.0,41.148390663,-8.612908525,37.0
1550244000.0,41.151483646,-8.610390091,78.0
1550244000.0,41.167049092,-8.683872659,63.0
1550244000.0,41.167049092,-8.683872659,63.0
